MSTRG.57082	unknown
MSTRG.3080	unknown
MSTRG.56523	unknown
MSTRG.62412	unknown
MSTRG.11782	unknown
MSTRG.10428	unknown
LOC111099501	unknown
LOC111115395	unknown
MSTRG.30200	unknown
MSTRG.161	unknown
MSTRG.1479	unknown
LOC111107672	unknown
LOC111111185	unknown
LOC111109473	unknown
LOC111103427	unknown
LOC111104407	GO:0006810;GO:0042592;GO:0043167
MSTRG.67063	unknown
MSTRG.13885	unknown
MSTRG.23774	unknown
MSTRG.59244	unknown
MSTRG.82959	unknown
MSTRG.4350	unknown
MSTRG.4607	unknown
MSTRG.10819	unknown
LOC111102077	unknown
MSTRG.19387	unknown
MSTRG.59212	unknown
MSTRG.25479	unknown
MSTRG.8753	unknown
MSTRG.11176	unknown
MSTRG.45747	unknown
LOC111126205	GO:0006464;GO:0006629;GO:0009058
LOC111129983	unknown
LOC111121397	unknown
MSTRG.47972	unknown
MSTRG.34689	unknown
LOC111122139	GO:0003674;GO:0006464
MSTRG.74555	unknown
LOC111109783	unknown
MSTRG.68944	unknown
LOC111124263	unknown
LOC111115150	GO:0043167
MSTRG.69998	unknown
MSTRG.45074	unknown
MSTRG.53438	unknown
MSTRG.39721	unknown
LOC111115676	unknown
MSTRG.58651	unknown
MSTRG.50371	unknown
LOC111123848	GO:0003674
LOC111122843	unknown
LOC111131732	GO:0008233
MSTRG.59852	unknown
MSTRG.1934	unknown
MSTRG.51714	unknown
MSTRG.39216	unknown
MSTRG.20151	unknown
LOC111100179	GO:0003677;GO:0003700;GO:0005634;GO:0007165;GO:0009058;GO:0032991;GO:0034641;GO:0043167
MSTRG.66217	unknown
MSTRG.41948	unknown
LOC111119740	unknown
MSTRG.6239	unknown
LOC111136891	unknown
LOC111108122	unknown
MSTRG.26051	unknown
LOC111135862	unknown
LOC111132968	unknown
MSTRG.81134	unknown
MSTRG.23039	unknown
MSTRG.83895	unknown
MSTRG.78984	unknown
MSTRG.54465	unknown
LOC111106568	GO:0043167
LOC111121073	unknown
MSTRG.73109	unknown
MSTRG.3073	unknown
LOC111119402	GO:0003723;GO:0004518;GO:0034655
MSTRG.39945	unknown
MSTRG.37765	unknown
LOC111113642	unknown
